,strDrink,strCategory,strIngredients,Alc_type,Basic_cocktail_taste,Basic_taste,Value_ml,Value_gr,Garnish_type
1630,Tequila Fizz,Ordinary Drink,Grenadine,,,sweet,22.5,,
1631,Tequila Fizz,Ordinary Drink,Lemon,,,sour,,14,
1632,Tequila Fizz,Ordinary Drink,Ginger Ale,,,sweet,,,
1633,Tequila Sour,Ordinary Drink,Lemon,,,sour,,,slice
1634,Tequila Sour,Ordinary Drink,Sugar,,,sweet,,4,
1635,Tequila Sour,Ordinary Drink,Cherry,,,sweet,,,berry
1636,Tequila Sour,Ordinary Drink,Tequila,Tequila,,,60,,
1637,Tequila Sour,Ordinary Drink,Lemon,,,sour,22.5,,
1638,Tequila Sunrise,Cocktail,Tequila,Tequila,,,60,,
1639,Tequila Sunrise,Cocktail,Orange,,,sweet,,,
1640,Tequila Sunrise,Cocktail,Grenadine,,,sweet,,,
1641,Tequila Surprise,Shot,Tequila,Tequila,Spicy,,44,,
1642,Tequila Surprise,Shot,Tabasco Sauce,,Spicy,spicy,8,,
1643,Texas Rattlesnake,Shot,Yukon Jack,Sweet Liqueur,Spicy,,30,,
1644,Texas Rattlesnake,Shot,Southern Comfort,Whisky,Spicy,,30,,
1645,Texas Rattlesnake,Shot,Sweet And Sour,,Spicy,sweet,6,,
1646,Texas Rattlesnake,Shot,Cherry Brandy,Brandy,Spicy,,15,,
1647,Texas Sling,Milk / Float / Shake,Amaretto,Sweet Liqueur,,,15,,
1648,Texas Sling,Milk / Float / Shake,151 Proof Rum,Rum,,,15,,
1649,Texas Sling,Milk / Float / Shake,Cream,,,cream,30,,
1650,Texas Sling,Milk / Float / Shake,Irish Cream,Creamy Liqueur,,,15,,
1651,Texas Sling,Milk / Float / Shake,Kahlua,Creamy Liqueur,,,15,,
1652,The Evil Blue Thing,Cocktail,Creme De Cacao,Creamy Liqueur,,,45,,
1653,The Evil Blue Thing,Cocktail,Light Rum,Rum,,,15,,
1654,The Evil Blue Thing,Cocktail,Blue Curacao,Triple Sec,,,30,,
1655,Thriller,Ordinary Drink,Scotch,Whisky,,,45,,
1656,Thriller,Ordinary Drink,Green Ginger Wine,Wine,,,30,,
1657,Thriller,Ordinary Drink,Orange,,,sweet,30,,
1658,Tom Collins,Ordinary Drink,Club Soda,,,sweet,90,,
1659,Tom Collins,Ordinary Drink,Gin,Gin,,,60,,
1660,Tom Collins,Ordinary Drink,Lemon,,,sour,30,,
1661,Tom Collins,Ordinary Drink,Cherry,,,sweet,,,berry
1662,Tom Collins,Ordinary Drink,Orange,,,sweet,,,slice
1663,Tom Collins,Ordinary Drink,Sugar,,,sweet,5,,
1664,Tommy's Margarita,Ordinary Drink,Tequila,Tequila,,,45,,
1665,Tommy's Margarita,Ordinary Drink,Lime,,,sour,15,,
1666,Tommy's Margarita,Ordinary Drink,Agave Syrup,,,sweet,10,,
1667,Turf Cocktail,Ordinary Drink,Gin,Gin,,,30,,
1668,Turf Cocktail,Ordinary Drink,Orange Peel,,,sweet,,,twist
1669,Turf Cocktail,Ordinary Drink,Bitters,Bitters,,,2,,
1670,Turf Cocktail,Ordinary Drink,Dry Vermouth,Vermouth,,,30,,
1671,Turf Cocktail,Ordinary Drink,Anis,,,spicy,,1,
1672,Turkeyball,Shot,Amaretto,Sweet Liqueur,,,22.5,,
1673,Turkeyball,Shot,Wild Turkey,Whisky,,,30,,
1674,Turkeyball,Shot,Pineapple,,,sweet,6,,
1675,Tuxedo Cocktail,Ordinary Drink,Dry Vermouth,Vermouth,,,45,,
1676,Tuxedo Cocktail,Ordinary Drink,Maraschino Liqueur,Sweet Liqueur,,,,1,
1677,Tuxedo Cocktail,Ordinary Drink,Gin,Gin,,,45,,
1678,Tuxedo Cocktail,Ordinary Drink,Orange Bitters,Bitters,,,2,,
1679,Tuxedo Cocktail,Ordinary Drink,Anis,,,spicy,,1,
1680,Tuxedo Cocktail,Ordinary Drink,Cherry,,,sweet,,,berry
1681,Valencia Cocktail,Ordinary Drink,Apricot Brandy,Brandy,,,45,,
1682,Valencia Cocktail,Ordinary Drink,Orange,,,sweet,,14,
1683,Valencia Cocktail,Ordinary Drink,Orange Bitters,Bitters,,,2,,
1684,Vampiro,Ordinary Drink,Tomato Juice,,,salty,30,,
1685,Vampiro,Ordinary Drink,Sugar Syrup,,,sweet,1,,
1686,Vampiro,Ordinary Drink,Salt,,,salty,,0.36,
1687,Vampiro,Ordinary Drink,Tequila,Tequila,,,60,,
1688,Vampiro,Ordinary Drink,Orange,,,sweet,30,,
1689,Vampiro,Ordinary Drink,Lime,,,sour,15,,
1690,Van Vleet,Ordinary Drink,Lemon,,,sour,30,,
1691,Van Vleet,Ordinary Drink,Light Rum,Rum,,,90,,
1692,Van Vleet,Ordinary Drink,Maple Syrup,,,sweet,30,,
1693,Vermouth Cassis,Ordinary Drink,Carbonated Water,,,water,,,
1694,Vermouth Cassis,Ordinary Drink,Creme De Cassis,Sweet Liqueur,,,22.5,,
1695,Vermouth Cassis,Ordinary Drink,Dry Vermouth,Vermouth,,,45,,
1696,Vesper,Cocktail,Gin,Gin,,,60,,
1697,Vesper,Cocktail,Vodka,Vodka,,,15,,
1698,Vesper,Cocktail,Lillet Blanc,Sweet Liqueur,,,7.5,,
1699,Vesuvio,Ordinary Drink,Egg,,,egg,45,,
1700,Vesuvio,Ordinary Drink,Light Rum,Rum,,,30,,
1701,Vesuvio,Ordinary Drink,Sweet Vermouth,Vermouth,,,15,,
1702,Vesuvio,Ordinary Drink,Sugar,,,sweet,,4,
1703,Vesuvio,Ordinary Drink,Lemon,,,sour,22.5,,
1704,Veteran,Ordinary Drink,Dark Rum,Rum,,,60,,
1705,Veteran,Ordinary Drink,Cherry Brandy,Brandy,,,15,,
1706,Victor,Ordinary Drink,Gin,Gin,,,45,,
1707,Victor,Ordinary Drink,Brandy,Brandy,,,15,,
1708,Victor,Ordinary Drink,Sweet Vermouth,Vermouth,,,15,,
1709,Victory Collins,Ordinary Drink,Vodka,Vodka,,,45,,
1710,Victory Collins,Ordinary Drink,Grape Soda,,,sour,90,,
1711,Victory Collins,Ordinary Drink,Lemon,,,sour,90,,
1712,Victory Collins,Ordinary Drink,Sugar,,,sweet,,4,
1713,Victory Collins,Ordinary Drink,Orange,,,sweet,,,slice
1714,Vodka And Tonic,Ordinary Drink,Tonic Water,,,water,,,
1715,Vodka And Tonic,Ordinary Drink,Vodka,Vodka,,,60,,
1716,Vodka Fizz,Other/Unknown,Cream,,,cream,60,,
1717,Vodka Fizz,Other/Unknown,Lime,,,sour,60,,
1718,Vodka Fizz,Other/Unknown,Vodka,Vodka,,,60,,
1719,Vodka Fizz,Other/Unknown,Nutmeg,,,spicy,,,grated
1720,Vodka Martini,Ordinary Drink,Olive,,,salty,30,,
1721,Vodka Martini,Ordinary Drink,Vodka,Vodka,,,45,,
1722,Vodka Martini,Ordinary Drink,Dry Vermouth,Vermouth,,,22.5,,
1723,Vodka Russian,Ordinary Drink,Vodka,Vodka,,,60,,
1724,Vodka Russian,Ordinary Drink,Tonic Water,,,bitter,,,
1725,Waikiki Beachcomber,Ordinary Drink,Gin,Gin,,,22.5,,
1726,Waikiki Beachcomber,Ordinary Drink,Pineapple,,,sweet,,14,
1727,Waikiki Beachcomber,Ordinary Drink,Triple Sec,Triple Sec,,,22.5,,
1728,Whiskey Sour,Ordinary Drink,Lemon,,,sour,,,slice
1729,Whiskey Sour,Ordinary Drink,Lemon,,,sour,22.5,,
1730,Whiskey Sour,Ordinary Drink,Blended Whiskey,Whisky,,,60,,
1731,Whiskey Sour,Ordinary Drink,Cherry,,,sweet,,,berry
1732,Whiskey Sour,Ordinary Drink,Sugar,,,sweet,,2,
1733,Whisky Mac,Ordinary Drink,Scotch,Whisky,,,45,,
1734,Whisky Mac,Ordinary Drink,Green Ginger Wine,Wine,,,30,,
1735,White Lady,Ordinary Drink,Lemon,,,sour,20,,
1736,White Lady,Ordinary Drink,Triple Sec,Triple Sec,,,30,,
1737,White Lady,Ordinary Drink,Gin,Gin,,,40,,
1738,White Russian,Ordinary Drink,Cream,,,cream,,,
1739,White Russian,Ordinary Drink,Coffee Liqueur,,,bitter,30,,
1740,White Russian,Ordinary Drink,Vodka,Vodka,,,60,,
1741,Whitecap Margarita,Other/Unknown,Lime,,,sour,45,,
1742,Whitecap Margarita,Other/Unknown,Tequila,Tequila,,,60,,
1743,Whitecap Margarita,Other/Unknown,Cream,,,cream,,32,
1744,Wine Cooler,Punch / Party Drink,7-Up,,,sweet,150,,
1745,Wine Cooler,Punch / Party Drink,White Or Red Wine,Wine,,,60,,
1746,Wine Punch,Punch / Party Drink,Orange,,,sweet,,,slice
1747,Wine Punch,Punch / Party Drink,Lemon,,,sour,60,,
1748,Wine Punch,Punch / Party Drink,Pineapple,,,sweet,,128,
1749,Wine Punch,Punch / Party Drink,Red Wine,Wine,,,750,,
1750,Wine Punch,Punch / Party Drink,Orange,,,sweet,,128,
1751,Yellow Bird,Cocktail,Triple Sec,Triple Sec,,,15,,
1752,Yellow Bird,Cocktail,Lime,,,sour,15,,
1753,Yellow Bird,Cocktail,White Rum,Rum,,,30,,
1754,Yellow Bird,Cocktail,Galliano,Sweet Liqueur,,,15,,
1755,Zambeer,Soft Drink / Soda,Root Beer,,,sweet,300,,
1756,Zambeer,Soft Drink / Soda,Sambuca,Sambuca,,,45,,
1757,Zenmeister,Ordinary Drink,Jägermeister,Bitters,,,15,,
1758,Zenmeister,Ordinary Drink,Root Beer,,,sweet,15,,
1759,Ziemes Martini Apfelsaft,Ordinary Drink,Apple Juice,,,sweet,160,,
1760,Ziemes Martini Apfelsaft,Ordinary Drink,Vermouth,Vermouth,,,40,,
1761,Zima Blaster,Ordinary Drink,Chambord Raspberry Liqueur,Sweet Liqueur,,,90,,
1762,Zima Blaster,Ordinary Drink,Zima,Beer,,,360,,
1763,Zimadori Zinger,Punch / Party Drink,Zima,Beer,,,360,,
1764,Zimadori Zinger,Punch / Party Drink,Midori Melon Liqueur,Sweet Liqueur,,,45,,
1765,Zinger,Soft Drink / Soda,Surge,,,sweet,100,,
1766,Zinger,Soft Drink / Soda,Peachtree Schnapps,Schnapps,,,100,,
1767,Zipperhead,Shot,Chambord Raspberry Liqueur,Sweet Liqueur,,,25,,
1768,Zipperhead,Shot,Soda Water,,,sweet,,,top up
1769,Zipperhead,Shot,Vodka,Vodka,,,25,,
1770,Zippy's Revenge,Cocktail,Rum,Rum,,,60,,
1771,Zippy's Revenge,Cocktail,Grape Soda,,,sweet,120,,
1772,Zippy's Revenge,Cocktail,Amaretto,Sweet Liqueur,,,60,,
1773,Zizi Coin-coin,Punch / Party Drink,Cointreau,Triple Sec,,,50,,
1774,Zizi Coin-coin,Punch / Party Drink,Lemon,,,sour,20,,
1775,Zizi Coin-coin,Punch / Party Drink,Lemon,,,sour,20,,
1776,Zorbatini,Cocktail,Vodka,Vodka,,,37.5,,
1777,Zorbatini,Cocktail,Ouzo,Ouzo,,,7.5,,
1778,Zorro,Coffee / Tea,Sambuca,Sambuca,,,20,,
1779,Zorro,Coffee / Tea,Bailey'S Irish Cream,Creamy Liqueur,,,20,,
1780,Zorro,Coffee / Tea,White Creme De Menthe,Sweet Liqueur,,,20,,
